"country","countryCode","date","filterByRating","isVerified","position","product/listPrice","product/listPrice/currency","product/listPrice/value","product/price","product/price/currency","product/price/value","productAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","variant"
"Italy",,"2023-10-15","fiveStar","true","12",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Prodotto davvero interessante per la sua velocità di utilizzo",,,,,,,,,"","Anticalcare","https://www.amazon.it/gp/customer-reviews/R1NNQ605IIUB3O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 15 October 2023","695","120","Style Name: Vinegar & Eucalyptus Descaler"
"Italy",,"2023-10-13","fiveStar","true","13",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Prodotto ottimo ad un prezzo decente, acquistato in offerta. Soddisfatto!",,,,,,,,,"","Buon prodotto","https://www.amazon.it/gp/customer-reviews/R2F7ZG9FFTMSBM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 13 October 2023","695","120","Style Name: Vinegar & Eucalyptus Descaler"
"Italy",,"2023-10-12","fiveStar","true","14",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Dura tanto e fa bene il suo lavoro",,,,,,,,,"","Ottimo prodotto","https://www.amazon.it/gp/customer-reviews/R3B1X4SNTQST8Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 12 October 2023","695","120","Style Name: Vinegar & Eucalyptus Descaler"
"Italy",,"2023-10-01","fiveStar","true","15",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Un po' forte il profumo ma importante è che pulisce bene.Dopo che l'ho uso,il mio bagno e tutto lucido",,,,,,,,,"One person found this helpful","Pulisce bene","https://www.amazon.it/gp/customer-reviews/R5X2SQDPZZCVL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 1 October 2023","695","120","Style Name: Vinegar & Eucalyptus Descaler"
"Italy",,"2023-10-04","fiveStar","true","16",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Lascia una doccia lucida un bagno lucida ed è fantastico anche il profumo consiglio",,,,,,,,,"2 people found this helpful","Favoloso","https://www.amazon.it/gp/customer-reviews/R2LKUYAXV4T9EK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 4 October 2023","695","120","Style Name: Vinegar & Eucalyptus Descaler"
"Italy",,"2023-10-01","fiveStar","true","17",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Un sgrassatore con un profumo piacevole…",,,,,,,,,"","Buon profumo","https://www.amazon.it/gp/customer-reviews/RJS3L5L5SHBBF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 1 October 2023","695","120","Style Name: Kitchen Degreaser"
"Italy",,"2023-09-30","fiveStar","true","18",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Consigliato, fa del tutto il suo dovere!",,,,,,,,,"","Ottimo prodotto","https://www.amazon.it/gp/customer-reviews/R2GBH1U9AW1NE5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 30 September 2023","695","120","Style Name: Jasmine Perfume Bath"
"Italy",,"2023-09-29","fiveStar","true","19",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Fa il suo dovere egregiamente. Pulisce senza problemi.☺️",,,,,,,,,"One person found this helpful","OTTIMO","https://www.amazon.it/gp/customer-reviews/RFBYTNT40F8P9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 29 September 2023","695","120","Style Name: Jasmine Perfume Bath"
"Italy",,"2023-09-11","fiveStar","true","20",,,,,,,"B09V7XWZDL","5","https://www.amazon.com/product-reviews/B09V7XWZDL?reviewerType=all_reviews&pageNumber=2&asin=B09V7XWZDL&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Non acquisto abitualmente questi prodotti ma la curiosità ha vinto. Il prodotto rispecchia le aspettative, imballo a regola d’arte, arrivato nei tempi previsti.",,,,,,,,,"","Prodotto per la pulizia casa","https://www.amazon.it/gp/customer-reviews/R1V7XVLBYZSHW3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V7XWZDL","Reviewed in Italy on 11 September 2023","695","120","Style Name: Lavender Bleach Spray"
"Italy",,"2022-03-02","fourStar","true","41",,,,,,,"B09GSBHPTL","4","https://www.amazon.com/product-reviews/B09GSBHPTL?reviewerType=all_reviews&pageNumber=5&asin=B09GSBHPTL&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Buon prodotto ma nulla di eccezionale",,,,,,,,,"","Buono niente di che","https://www.amazon.it/gp/customer-reviews/RDH0TRYR46T19/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09GSBHPTL","Reviewed in Italy on 2 March 2022","455","43",""
"Italy",,"2022-02-06","fourStar","true","42",,,,,,,"B09GSBHPTL","4","https://www.amazon.com/product-reviews/B09GSBHPTL?reviewerType=all_reviews&pageNumber=5&asin=B09GSBHPTL&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Buon prodotto, un po’ caro",,,,,,,,,"","Buon prodotto","https://www.amazon.it/gp/customer-reviews/R2DHN56I20HRSF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09GSBHPTL","Reviewed in Italy on 6 February 2022","455","43",""
"Italy",,"2022-11-10","fourStar","true","43",,,,,,,"B09GSBHPTL","4","https://www.amazon.com/product-reviews/B09GSBHPTL?reviewerType=all_reviews&pageNumber=5&asin=B09GSBHPTL&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","il prodotto è arrivato nei tempi stabiliti e conoscevo sia il marchio che il prodotto.pulisce veramente bene, io avvio la pulizia vasca e lui gira per circa 1h intervallando di giri al minuto.la scatola di cartone è arrivata piegata e la confezione del liquido è integra ma gibollata. per fortuna non ci sono state perdite.",,,,,,,,,"","metto 4 stelle perché la confezione non è arrivata integra","https://www.amazon.it/gp/customer-reviews/R1X7EAI721ZPSF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09GSBHPTL","Reviewed in Italy on 10 November 2022","455","43",""
"Italy",,"2022-07-19","fiveStar","true","41",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Uso da anni ace gentile anche per i bianchi, ormai ho bandido la candeggina che tende solo ad ingrigire il mio bucato bianco. Le macchie vanno via che è una meraviglia. Ho voluto acquistare queste in tabs e sono ottime, ingombrano poco e sono già dosate. Appena mi finisce quello liquido comprerò solo le tabs. Unico neo, il prezzo. Andrebbe contenuto","https://m.media-amazon.com/images/I/61SiPIzTssL._SY88.jpg",,,,,,,,"8 people found this helpful","Mai più senza","https://www.amazon.it/gp/customer-reviews/R14L51QOUZJ65S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 19 July 2022","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2023-01-30","fiveStar","true","42",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Mi piace moltissimo ed é molto comodo lo comprerò di nuovo sicuramente.",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/RKJXUB1QZOEBX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 30 January 2023","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2023-02-09","fiveStar","true","43",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ace prima non si spreca secondo è perfetta in lavatrice",,,,,,,,,"","Delicato","https://www.amazon.it/gp/customer-reviews/R1EHYXON3KJ1K4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 9 February 2023","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-11-06","fiveStar","true","44",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Pratica, occupa poco spazio e non produce plastica. Rispetto alla versione liquida è un po’ più costosa e meno profumata, ma egualmente efficace.",,,,,,,,,"One person found this helpful","Meno profumata della versione liquida, ma più sostenibile ed egualmente disinfettante","https://www.amazon.it/gp/customer-reviews/R3VX24YQAJ3S5X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 6 November 2022","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-07-27","fiveStar","true","45",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","DA ANNI USO ACE E DA QUANDO E' USCITA LA GENTILE LA UTILIZZO SUI CAPI DELICATI, LANA, SETA, LANA COTONE INSIEME SOPRATTUTTO BIANCHI E VIENE SEMPRE TUTTO PULITO. IDEM PER I COLORATI. NON SBAGLIO UN LAVAGGI E MI GODO UNA BIANCHERIA SENZA MACCHIE, MORBIDA E A COLORE PIENO.",,,,,,,,,"3 people found this helpful","BIANCHERIA PULITA","https://www.amazon.it/gp/customer-reviews/R3FVPSP1453C2B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 27 July 2022","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2023-02-11","fiveStar","true","46",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Risultati  Ottimi",,,,,,,,,"","Consigliatissimo","https://www.amazon.it/gp/customer-reviews/R3K1N48AMZUPJH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 11 February 2023","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2023-01-19","fiveStar","true","47",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","funzionano anche le pastiglie non credevo",,,,,,,,,"","buon prodotto","https://www.amazon.it/gp/customer-reviews/R1XUPC7W20U6LQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 19 January 2023","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-11-25","fiveStar","true","48",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","già acquistato al supermercato. non trovandolo più l'ho acquistato su Amazon... tutto ok",,,,,,,,,"","bene","https://www.amazon.it/gp/customer-reviews/R1A4OXYAHV9DLE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 25 November 2022","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-10-17","fiveStar","true","49",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Ottimo prodotto innovativo sul mercato dei detersivi..facile da usare e pratico e soprattutto versatile per diverse soluzioni . Consiglio",,,,,,,,,"","Un nome..una garanzia","https://www.amazon.it/gp/customer-reviews/R3O0WEY9WL0E1E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 17 October 2022","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-12-16","fiveStar","true","50",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=5&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Mi sono trovata benissimo. Panni puliti e odore fresco",,,,,,,,,"","Fantastico","https://www.amazon.it/gp/customer-reviews/R4KDCST8058GY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 16 December 2022","441","69","Style Name: 18 Single-Dose Tabs"
"Italy",,"2023-09-23","fourStar","true","1",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","L'ho acquistato per togliere l'odore da una sedia in pelle misto tessuto che mi hanno regalato, do 4 stelle sulla fiducia in quanto, onestamente, è dichiarato che rimuove odori dalle cose invece dopo diverse passate, la sedia puzza come prima (di cibo) se non di più!Ho poi lasciato la sedia all'esterno per più di un mese, senza successo, quindi non riesco a capire se è il prodotto che non funziona o è proprio la sedia che è un caso disperato.Nonostante con me non abbia funzionato, do comunque 4 stelle, in quanto il profumo è buono perchè è neutro, non si sbilancia come altri profumatori su profumi che stufano.Inoltre, la superficie su cui l'ho applicato è un tessuto complesso fatto di pelle con inserti in camoscio e cotone e devo ammettere che nonostante l'applicazione intensiva (preferivo rovinare la sedia piuttosto che sentire l'odore) la sedia in pelle non si è per nulla rovinata.Peccato che puzza ancora... aiuto!",,,,,,,,,"One person found this helpful","Vado a fiducia","https://www.amazon.it/gp/customer-reviews/R2F01KBG7RB3AK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 23 September 2023","107","16","Style Name: Eliminates odoursSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-09-01","fourStar","true","2",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Ottimo",,,,,,,,,"","Ottimo","https://www.amazon.it/gp/customer-reviews/R1A35V9RVG4BT1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 1 September 2023","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-08-03","fourStar","true","3",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Prodotto eccellente e di molte prestazioni",,,,,,,,,"","Profumatore Qasar","https://www.amazon.it/gp/customer-reviews/R212MMWJQU1AC4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 3 August 2023","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-07-17","fourStar","true","4",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Un po’ forte la fragranza ma resiste molto.",,,,,,,,,"","Profumo","https://www.amazon.it/gp/customer-reviews/R4WFRDS00WYSO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 17 July 2023","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-12-08","fourStar","true","5",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Da tempo vedevo la pubblicitá di questo prodotto in tv, usando spesso il suo fratello maggiore per i vetri dedico di ordinarlo nonostante il prezzo a mio avviso un pò troppo alto, che dire é stato amore fin da subito , io personalmente ne metto un paio di spruzzate nel secchio e poi passo su tutte le superficii tranquillamente, non lascia macchie e aloni, mi piace anche spruzzarlo sulla biancheria di caso, unica nota negativa sicuramente il prezzo considerando la quantitá di prodotto.",,,,,,,,,"One person found this helpful","ottimo per pulire e per profumare l'ambiente","https://www.amazon.it/gp/customer-reviews/R3HZ6H8DRQF17J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 8 December 2022","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-05-11","fourStar","true","6",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Ottima profumazione, dura tutto il giorno",,,,,,,,,"","Che profumo","https://www.amazon.it/gp/customer-reviews/RBTJ4NJQ417G4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 11 May 2023","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-28","fourStar","true","7",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Ormai andiamo tutti alla ricerca di prodotti molto profumati questo ricorda i profumatori per bucato ma credo siano simili. Ha una consistenza oleosa lo uso per spolverare e lo spruzzo nel wc e sul tappeto nel bagno diciamo che la profumazione si sente nel mentre si usa poco dopo svanisce nell'ambiente. In merito trovo la profumazione fiorita troppo forte non molto piacevole, ho voluto provare questo prodotto ma non lo ricomprerò e se lo farò sceglierò un'altra profumazione",,,,,,,,,"One person found this helpful","Detergente profumato","https://www.amazon.it/gp/customer-reviews/R37SF64L2DQGY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 28 November 2022","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-03-11","fourStar","true","8",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Il profumo è ottimo, è molto persistente. Io lo spruzzo anche sul sacco del folletto, e sparge nella casa un’ottima profumazione",,,,,,,,,"One person found this helpful","Profanazione persistente","https://www.amazon.it/gp/customer-reviews/R3DDD0P19CTAGB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 11 March 2023","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-12-06","fourStar","true","9",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Tutto ok",,,,,,,,,"","👍","https://www.amazon.it/gp/customer-reviews/R15CL0NBV2XQG1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 6 December 2022","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2022-11-20","fourStar","true","10",,,,,,,"B08KS6HCXK","4","https://www.amazon.com/product-reviews/B08KS6HCXK?reviewerType=all_reviews&pageNumber=1&asin=B08KS6HCXK&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Buon prodotto, prezzo normale",,,,,,,,,"","Buon prodotto","https://www.amazon.it/gp/customer-reviews/R1QWONLWCCXN86/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08KS6HCXK","Reviewed in Italy on 20 November 2022","107","16","Style Name: FloralSize Name: 500 ml (Confezione da 1)"
"Italy",,"2023-05-21","twoStar","true","1",,"€","1.49",,"€","1.34","B09Z2QZY79","2","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=1&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=two_star&sortBy=helpful","Prodotto valido ma trovato lo stesso prodotto in negozio ad un prezzo molto inferiore",,,,,,,,,"","Ok","https://www.amazon.it/gp/customer-reviews/RVVF05SIMHO6U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 21 May 2023","14","6","Style Name: 18 Single-Dose Tabs"
"Italy",,"2023-02-20","twoStar","true","2",,"€","1.49",,"€","1.34","B09Z2QZY79","2","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=1&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=two_star&sortBy=helpful","pacchetto trovato aperto con metà delle tabs fallate e tutta la polvere dell'ACE sparsa ovunque....inoltre nella confezione dovrebbero esserci 18 tabs, ne ritrovo 20!!!","https://m.media-amazon.com/images/I/71cvyQsNLLL._SY88.jpg","https://m.media-amazon.com/images/I/71yrMLwAXuL._SY88.jpg",,,,,,,"","non bene!","https://www.amazon.it/gp/customer-reviews/R1Q37K8SQYH9GJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 20 February 2023","14","6","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-10-03","twoStar","true","3",,"€","1.49",,"€","1.34","B09Z2QZY79","2","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=1&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=two_star&sortBy=helpful","Parto dal presupposto che uso ace gentile da sempre ,dopo esser uscita questa variante l'ho voluta subito provare ma non sono rimasta contenta perché il più delle volte trovo parte della  pastiglia appiccicata in qualche indumento e non faccio lavaggi brevi in più il profumo che sentivo con il classico liquido con questa variante è inesistente.mi dispiace per l'ambiente ma non credo lo comprerò più",,,,,,,,,"","Non si scioglie","https://www.amazon.it/gp/customer-reviews/R21KM7G3IP0KZK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 3 October 2022","14","6","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-12-21","twoStar","true","4",,"€","1.49",,"€","1.34","B09Z2QZY79","2","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=1&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=two_star&sortBy=helpful","NON FUNZIONA COME ACE GENTILE, MI HANNO MACCHIATO IL BUCATO",,,,,,,,,"","MI HA MACCHIATO IL BUCATO","https://www.amazon.it/gp/customer-reviews/R3000BX9PWUJLI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 21 December 2022","14","6","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-10-18","twoStar","true","5",,"€","1.49",,"€","1.34","B09Z2QZY79","2","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=1&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=two_star&sortBy=helpful","Su dissolve solo dai 60 gradi in poi e per di più mi ha macchiato i colorati. Hanno macchie di candeggina. Consumo per pulizie e mai più per bucato.",,,,,,,,,"","Non è 'gentile'","https://www.amazon.it/gp/customer-reviews/R1JLKBPY1RV7JO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 18 October 2022","14","6","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-11-05","twoStar","true","6",,"€","1.49",,"€","1.34","B09Z2QZY79","2","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=1&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=two_star&sortBy=helpful","Prodotto buono,ma troppo caro rispetto il negozio",,,,,,,,,"","Il prezzo","https://www.amazon.it/gp/customer-reviews/R3M4ZP0ZCYZJ62/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 5 November 2022","14","6","Style Name: 18 Single-Dose Tabs"
"Italy",,"2022-10-03","fiveStar","true","61",,"€","1.49",,"€","1.34","B09Z2QZY79","5","https://www.amazon.com/product-reviews/B09Z2QZY79?reviewerType=all_reviews&pageNumber=7&asin=B09Z2QZY79&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Il formato in pastiglie è pratico",,,,,,,,,"","Praticità","https://www.amazon.it/gp/customer-reviews/R3BALMR85JV2C1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09Z2QZY79","Reviewed in Italy on 3 October 2022","441","69","Style Name: 18 Single-Dose Tabs"
